time,id,tag_id,RSSI,phase,17:22.6,activity,,
18:08.6,e2001d8712171320c120,1,-55,"174
",00:46.0,1,,
18:08.7,e2001d8712171320c120,1,-56,"171
",00:46.1,1,,
18:08.7,e2001d8712171320c120,1,-55,"168
",00:46.1,1,,
18:08.8,e2001d8712171320c120,1,-55,"171
",00:46.2,1,,
18:08.8,e2001d8712171320c120,1,-55,"171
",00:46.2,1,,
18:08.9,e2001d8712171320c120,1,-55,"171
",00:46.2,1,,
18:08.9,e2001d8712171320c120,1,-55,"168
",00:46.3,1,,
18:08.9,e2001d8712171320c120,1,-55,"171
",00:46.3,1,,
18:09.0,e2001d8712171320c120,1,-55,"171
",00:46.3,1,,
18:09.1,e2001d8712171320c120,1,-56,"174
",00:46.5,1,,
18:09.2,e2001d8712171320c120,1,-56,"171
",00:46.5,1,,
18:09.2,e2001d8712171320c120,1,-55,"171
",00:46.5,1,,
18:09.2,e2001d8712171320c120,1,-56,"171
",00:46.5,1,,
18:09.2,e2001d8712171320c120,1,-56,"171
",00:46.6,1,,
18:09.3,e2001d8712171320c120,1,-55,"171
",00:46.6,1,,
18:09.3,e2001d8712171320c120,1,-55,"171
",00:46.7,1,,
18:09.4,e2001d8712171320c120,1,-55,"174
",00:46.7,1,,
18:09.4,e2001d8712171320c120,1,-55,"174
",00:46.7,1,,
18:15.8,e2001d8712171320c120,1,-59,"174
",00:53.2,2,,
18:25.8,e2001d8712171320c120,1,-58,"171
",01:03.2,2,,
18:28.4,e2001d8712171320c120,1,-58,"177
",01:05.8,2,,
18:28.5,e2001d8712171320c120,1,-58,"171
",01:05.8,2,,
18:28.6,e2001d8712171320c120,1,-58,"174
",01:06.0,2,,
18:31.7,e2001d8712171320c120,1,-58,"168
",01:09.0,2,,
18:31.7,e2001d8712171320c120,1,-58,"174
",01:09.1,2,,
18:31.8,e2001d8712171320c120,1,-58,"174
",01:09.1,2,,
18:31.8,e2001d8712171320c120,1,-58,"171
",01:09.2,2,,
18:31.9,e2001d8712171320c120,1,-58,"171
",01:09.2,2,,
18:32.2,e2001d8712171320c120,1,-59,"174
",01:09.6,2,,
18:32.3,e2001d8712171320c120,1,-58,"165
",01:09.6,2,,
18:34.5,e2001d8712171320c120,1,-58,"171
",01:11.8,2,,
18:34.5,e2001d8712171320c120,1,-58,"174
",01:11.9,2,,
18:34.5,e2001d8712171320c120,1,-58,"174
",01:11.9,2,,
18:34.6,e2001d8712171320c120,1,-58,"168
",01:11.9,2,,
18:35.0,e2001d8712171320c120,1,-58,"171
",01:12.3,2,,
18:36.0,e2001d8712171320c120,1,-59,"165
",01:13.3,2,,
18:37.8,e2001d8712171320c120,1,-59,"168
",01:15.2,2,,
18:37.9,e2001d8712171320c120,1,-59,"174
",01:15.2,2,,
18:37.9,e2001d8712171320c120,1,-58,"171
",01:15.3,2,,
18:38.2,e2001d8712171320c120,1,-58,"168
",01:15.6,2,,
18:38.3,e2001d8712171320c120,1,-58,"171
",01:15.7,2,,
18:38.4,e2001d8712171320c120,1,-58,"174
",01:15.8,2,,
18:38.8,e2001d8712171320c120,1,-58,"168
",01:16.2,2,,
18:38.8,e2001d8712171320c120,1,-58,"171
",01:16.2,2,,
18:40.7,e2001d8712171320c120,1,-59,"171
",01:18.0,2,,
18:40.7,e2001d8712171320c120,1,-58,"177
",01:18.1,2,,
18:40.8,e2001d8712171320c120,1,-58,"177
",01:18.1,2,,
18:40.8,e2001d8712171320c120,1,-58,"174
",01:18.2,2,,
18:40.9,e2001d8712171320c120,1,-58,"174
",01:18.2,2,,
18:40.9,e2001d8712171320c120,1,-59,"174
",01:18.3,2,,
18:41.9,e2001d8712171320c120,1,-58,"174
",01:19.3,2,,
18:42.7,e2001d8712171320c120,1,-59,"171
",01:20.1,2,,
18:42.8,e2001d8712171320c120,1,-58,"171
",01:20.1,2,,
18:42.8,e2001d8712171320c120,1,-61,"174
",01:20.2,2,,
18:44.1,e2001d8712171320c120,1,-58,"174
",01:21.5,2,,
18:44.2,e2001d8712171320c120,1,-58,"171
",01:21.5,2,,
18:44.2,e2001d8712171320c120,1,-58,"171
",01:21.6,2,,
18:44.3,e2001d8712171320c120,1,-57,"168
",01:21.6,2,,
18:44.3,e2001d8712171320c120,1,-58,"174
",01:21.7,2,,
18:44.4,e2001d8712171320c120,1,-58,"174
",01:21.8,2,,
18:44.4,e2001d8712171320c120,1,-57,"174
",01:21.8,2,,
18:44.5,e2001d8712171320c120,1,-57,"171
",01:21.8,2,,
18:44.6,e2001d8712171320c120,1,-57,"168
",01:21.9,2,,
18:44.7,e2001d8712171320c120,1,-58,"171
",01:22.1,2,,
18:44.8,e2001d8712171320c120,1,-58,"171
",01:22.2,2,,
18:44.9,e2001d8712171320c120,1,-58,"171
",01:22.3,2,,
18:45.0,e2001d8712171320c120,1,-56,"174
",01:22.4,2,,
18:47.5,e2001d8712171320c120,1,-58,"174
",01:24.9,2,,
18:47.6,e2001d8712171320c120,1,-57,"171
",01:25.0,2,,
18:47.6,e2001d8712171320c120,1,-57,"171
",01:25.0,2,,
18:47.7,e2001d8712171320c120,1,-57,"171
",01:25.1,2,,
18:47.7,e2001d8712171320c120,1,-57,"177
",01:25.1,2,,
18:47.8,e2001d8712171320c120,1,-57,"171
",01:25.1,2,,
18:47.8,e2001d8712171320c120,1,-57,"171
",01:25.2,2,,
18:47.8,e2001d8712171320c120,1,-57,"174
",01:25.2,2,,
18:47.9,e2001d8712171320c120,1,-57,"174
",01:25.3,2,,
18:47.9,e2001d8712171320c120,1,-57,"171
",01:25.3,2,,
18:48.0,e2001d8712171320c120,1,-57,"174
",01:25.4,2,,
18:48.2,e2001d8712171320c120,1,-58,"174
",01:25.6,2,,
18:48.3,e2001d8712171320c120,1,-57,"171
",01:25.7,2,,
18:48.4,e2001d8712171320c120,1,-57,"174
",01:25.7,2,,
18:48.5,e2001d8712171320c120,1,-58,"177
",01:25.8,2,,
18:48.5,e2001d8712171320c120,1,-59,"174
",01:25.8,2,,
18:48.8,e2001d8712171320c120,1,-59,"174
",01:26.2,2,,
18:48.8,e2001d8712171320c120,1,-58,"174
",01:26.2,2,,
18:48.9,e2001d8712171320c120,1,-57,"171
",01:26.3,2,,
18:49.5,e2001d8712171320c120,1,-58,"174
",01:26.9,2,,
18:49.6,e2001d8712171320c120,1,-58,"171
",01:26.9,2,,
18:49.6,e2001d8712171320c120,1,-58,"171
",01:27.0,2,,
18:49.7,e2001d8712171320c120,1,-58,"174
",01:27.0,2,,
18:49.7,e2001d8712171320c120,1,-58,"171
",01:27.1,2,,
18:50.6,e2001d8712171320c120,1,-58,"168
",01:28.0,2,,
18:50.7,e2001d8712171320c120,1,-58,"171
",01:28.1,2,,
18:50.8,e2001d8712171320c120,1,-58,"174
",01:28.1,2,,
18:50.8,e2001d8712171320c120,1,-57,"174
",01:28.2,2,,
18:50.8,e2001d8712171320c120,1,-57,"174
",01:28.2,2,,
18:50.9,e2001d8712171320c120,1,-58,"171
",01:28.3,2,,
18:50.9,e2001d8712171320c120,1,-58,"174
",01:28.3,2,,
18:50.9,e2001d8712171320c120,1,-57,"171
",01:28.3,2,,
18:51.0,e2001d8712171320c120,1,-57,"174
",01:28.4,2,,
18:51.2,e2001d8712171320c120,1,-57,"171
",01:28.5,2,,
18:51.2,e2001d8712171320c120,1,-57,"174
",01:28.5,2,,
18:51.3,e2001d8712171320c120,1,-58,"171
",01:28.6,2,,
18:51.3,e2001d8712171320c120,1,-58,"174
",01:28.7,2,,
18:51.3,e2001d8712171320c120,1,-58,"174
",01:28.7,2,,
18:51.6,e2001d8712171320c120,1,-58,"171
",01:29.0,2,,
18:51.6,e2001d8712171320c120,1,-58,"174
",01:29.0,2,,
18:51.7,e2001d8712171320c120,1,-57,"174
",01:29.0,2,,
18:51.8,e2001d8712171320c120,1,-59,"174
",01:29.2,2,,
18:51.8,e2001d8712171320c120,1,-59,"174
",01:29.2,2,,
18:52.0,e2001d8712171320c120,1,-57,"177
",01:29.4,2,,
18:52.3,e2001d8712171320c120,1,-58,"174
",01:29.7,2,,
18:52.7,e2001d8712171320c120,1,-58,"171
",01:30.1,2,,
18:53.3,e2001d8712171320c120,1,-59,"171
",01:30.7,2,,
18:54.1,e2001d8712171320c120,1,-59,"174
",01:31.5,2,,
18:54.2,e2001d8712171320c120,1,-58,"174
",01:31.6,2,,
18:54.2,e2001d8712171320c120,1,-57,"171
",01:31.6,2,,
18:54.3,e2001d8712171320c120,1,-57,"171
",01:31.6,2,,
18:54.3,e2001d8712171320c120,1,-58,"174
",01:31.7,2,,
18:54.4,e2001d8712171320c120,1,-57,"168
",01:31.7,2,,
18:54.4,e2001d8712171320c120,1,-57,"171
",01:31.8,2,,
18:54.4,e2001d8712171320c120,1,-58,"171
",01:31.8,2,,
18:54.5,e2001d8712171320c120,1,-58,"171
",01:31.8,2,,
18:54.5,e2001d8712171320c120,1,-57,"171
",01:31.9,2,,
18:54.6,e2001d8712171320c120,1,-56,"171
",01:31.9,2,,
18:54.6,e2001d8712171320c120,1,-56,"168
",01:32.0,2,,
18:54.6,e2001d8712171320c120,1,-55,"171
",01:32.0,2,,
18:54.7,e2001d8712171320c120,1,-56,"168
",01:32.0,2,,
18:54.8,e2001d8712171320c120,1,-56,"177
",01:32.1,2,,
18:54.8,e2001d8712171320c120,1,-57,"171
",01:32.1,2,,
18:55.0,e2001d8712171320c120,1,-57,"171
",01:32.4,2,,
18:55.0,e2001d8712171320c120,1,-58,"171
",01:32.4,2,,
18:55.1,e2001d8712171320c120,1,-57,"174
",01:32.5,2,,
18:55.2,e2001d8712171320c120,1,-57,"168
",01:32.5,2,,
18:55.2,e2001d8712171320c120,1,-56,"168
",01:32.5,2,,
18:55.2,e2001d8712171320c120,1,-58,"171
",01:32.6,2,,
18:55.2,e2001d8712171320c120,1,-58,"174
",01:32.6,2,,
18:55.4,e2001d8712171320c120,1,-57,"171
",01:32.8,2,,
18:55.5,e2001d8712171320c120,1,-58,"174
",01:32.9,2,,
18:55.6,e2001d8712171320c120,1,-57,"171
",01:32.9,2,,
18:55.7,e2001d8712171320c120,1,-57,"174
",01:33.0,2,,
18:55.7,e2001d8712171320c120,1,-56,"168
",01:33.0,2,,
18:55.7,e2001d8712171320c120,1,-58,"174
",01:33.1,2,,
18:55.7,e2001d8712171320c120,1,-58,"171
",01:33.1,2,,
18:55.8,e2001d8712171320c120,1,-58,"171
",01:33.1,2,,
18:55.8,e2001d8712171320c120,1,-58,"0
",01:33.1,2,,
18:55.8,e2001d8712171320c120,1,-58,"171
",01:33.2,2,,
18:55.8,e2001d8712171320c120,1,-58,"174
",01:33.2,2,,
18:55.9,e2001d8712171320c120,1,-58,"171
",01:33.3,2,,
18:55.9,e2001d8712171320c120,1,-57,"171
",01:33.3,2,,
18:56.0,e2001d8712171320c120,1,-58,"171
",01:33.3,2,,
18:56.0,e2001d8712171320c120,1,-58,"171
",01:33.4,2,,
18:56.2,e2001d8712171320c120,1,-58,"174
",01:33.5,2,,
18:56.2,e2001d8712171320c120,1,-58,"171
",01:33.5,2,,
18:56.2,e2001d8712171320c120,1,-57,"171
",01:33.6,2,,
18:56.3,e2001d8712171320c120,1,-58,"174
",01:33.6,2,,
18:56.3,e2001d8712171320c120,1,-58,"171
",01:33.7,2,,
18:56.3,e2001d8712171320c120,1,-57,"171
",01:33.7,2,,
18:56.4,e2001d8712171320c120,1,-58,"174
",01:33.7,2,,
18:56.4,e2001d8712171320c120,1,-58,"171
",01:33.8,2,,
18:56.5,e2001d8712171320c120,1,-58,"171
",01:33.8,2,,
18:56.5,e2001d8712171320c120,1,-58,"171
",01:33.9,2,,
18:56.5,e2001d8712171320c120,1,-58,"174
",01:33.9,2,,
18:56.6,e2001d8712171320c120,1,-58,"168
",01:33.9,2,,
18:56.6,e2001d8712171320c120,1,-57,"171
",01:34.0,2,,
18:56.8,e2001d8712171320c120,1,-58,"174
",01:34.2,2,,
18:56.8,e2001d8712171320c120,1,-58,"171
",01:34.2,2,,
18:57.0,e2001d8712171320c120,1,-58,"174
",01:34.4,2,,
18:57.4,e2001d8712171320c120,1,-61,"174
",01:34.8,2,,
18:57.6,e2001d8712171320c120,1,-58,"171
",01:35.0,2,,
18:57.7,e2001d8712171320c120,1,-58,"174
",01:35.0,2,,
18:57.7,e2001d8712171320c120,1,-57,"174
",01:35.1,2,,
18:57.8,e2001d8712171320c120,1,-57,"174
",01:35.2,2,,
18:57.9,e2001d8712171320c120,1,-58,"168
",01:35.3,2,,
18:57.9,e2001d8712171320c120,1,-58,"171
",01:35.3,2,,
18:58.1,e2001d8712171320c120,1,-58,"174
",01:35.5,2,,
18:58.1,e2001d8712171320c120,1,-58,"168
",01:35.5,2,,
18:58.2,e2001d8712171320c120,1,-57,"174
",01:35.5,2,,
18:58.2,e2001d8712171320c120,1,-57,"174
",01:35.6,2,,
18:58.3,e2001d8712171320c120,1,-57,"168
",01:35.7,2,,
18:58.4,e2001d8712171320c120,1,-57,"174
",01:35.7,2,,
18:58.4,e2001d8712171320c120,1,-57,"174
",01:35.8,2,,
18:58.5,e2001d8712171320c120,1,-56,"168
",01:35.9,2,,
18:58.5,e2001d8712171320c120,1,-58,"174
",01:35.9,2,,
18:58.5,e2001d8712171320c120,1,-56,"171
",01:35.9,2,,
18:58.5,e2001d8712171320c120,1,-57,"171
",01:35.9,2,,
18:58.6,e2001d8712171320c120,1,-57,"171
",01:36.0,2,,
18:58.7,e2001d8712171320c120,1,-58,"168
",01:36.0,2,,
18:58.9,e2001d8712171320c120,1,-57,"171
",01:36.2,2,,
18:59.2,e2001d8712171320c120,1,-57,"174
",01:36.6,2,,
18:59.3,e2001d8712171320c120,1,-56,"171
",01:36.6,2,,
18:59.3,e2001d8712171320c120,1,-57,"174
",01:36.6,2,,
18:59.3,e2001d8712171320c120,1,-57,"168
",01:36.7,2,,
18:59.3,e2001d8712171320c120,1,-57,"168
",01:36.7,2,,
18:59.4,e2001d8712171320c120,1,-57,"171
",01:36.7,2,,
18:59.4,e2001d8712171320c120,1,-57,"171
",01:36.8,2,,
18:59.4,e2001d8712171320c120,1,-57,"174
",01:36.8,2,,
18:59.5,e2001d8712171320c120,1,-57,"171
",01:36.8,2,,
18:59.5,e2001d8712171320c120,1,-58,"171
",01:36.8,2,,
18:59.5,e2001d8712171320c120,1,-58,"174
",01:36.9,2,,
18:59.5,e2001d8712171320c120,1,-58,"174
",01:36.9,2,,
18:59.6,e2001d8712171320c120,1,-58,"171
",01:36.9,2,,
18:59.6,e2001d8712171320c120,1,-57,"174
",01:37.0,2,,
18:59.6,e2001d8712171320c120,1,-58,"174
",01:37.0,2,,
18:59.7,e2001d8712171320c120,1,-57,"174
",01:37.0,2,,
18:59.7,e2001d8712171320c120,1,-57,"168
",01:37.0,2,,
18:59.7,e2001d8712171320c120,1,-57,"174
",01:37.1,2,,
18:59.8,e2001d8712171320c120,1,-57,"174
",01:37.2,2,,
18:59.9,e2001d8712171320c120,1,-57,"174
",01:37.3,2,,
19:00.0,e2001d8712171320c120,1,-57,"174
",01:37.3,2,,
19:00.0,e2001d8712171320c120,1,-57,"171
",01:37.4,2,,
19:00.1,e2001d8712171320c120,1,-57,"174
",01:37.5,2,,
19:00.2,e2001d8712171320c120,1,-57,"171
",01:37.5,2,,
19:00.2,e2001d8712171320c120,1,-57,"168
",01:37.5,2,,
19:00.2,e2001d8712171320c120,1,-57,"168
",01:37.6,2,,
19:00.2,e2001d8712171320c120,1,-58,"174
",01:37.6,2,,
19:00.3,e2001d8712171320c120,1,-57,"177
",01:37.6,2,,
19:00.4,e2001d8712171320c120,1,-57,"171
",01:37.7,2,,
19:00.4,e2001d8712171320c120,1,-58,"174
",01:37.8,2,,
19:00.5,e2001d8712171320c120,1,-59,"174
",01:37.8,2,,
19:00.5,e2001d8712171320c120,1,-59,"174
",01:37.9,2,,
19:00.5,e2001d8712171320c120,1,-59,"174
",01:37.9,2,,
19:00.8,e2001d8712171320c120,1,-57,"174
",01:38.2,2,,
19:01.4,e2001d8712171320c120,1,-58,"171
",01:38.7,2,,
19:01.4,e2001d8712171320c120,1,-58,"171
",01:38.8,2,,
19:01.5,e2001d8712171320c120,1,-58,"171
",01:38.8,2,,
19:01.5,e2001d8712171320c120,1,-57,"171
",01:38.9,2,,
19:01.6,e2001d8712171320c120,1,-57,"174
",01:39.0,2,,
19:01.6,e2001d8712171320c120,1,-57,"174
",01:39.0,2,,
19:01.7,e2001d8712171320c120,1,-56,"171
",01:39.1,2,,
19:01.7,e2001d8712171320c120,1,-56,"168
",01:39.1,2,,
19:01.8,e2001d8712171320c120,1,-56,"171
",01:39.1,2,,
19:01.9,e2001d8712171320c120,1,-55,"174
",01:39.2,2,,
19:01.9,e2001d8712171320c120,1,-55,"171
",01:39.3,2,,
19:01.9,e2001d8712171320c120,1,-55,"174
",01:39.3,2,,
19:02.0,e2001d8712171320c120,1,-55,"171
",01:39.3,2,,
19:02.0,e2001d8712171320c120,1,-55,"171
",01:39.4,2,,
19:02.1,e2001d8712171320c120,1,-55,"171
",01:39.5,2,,
19:02.3,e2001d8712171320c120,1,-55,"174
",01:39.7,2,,
19:02.4,e2001d8712171320c120,1,-56,"171
",01:39.7,2,,
19:02.4,e2001d8712171320c120,1,-56,"174
",01:39.8,2,,
19:02.4,e2001d8712171320c120,1,-57,"168
",01:39.8,2,,
19:02.5,e2001d8712171320c120,1,-58,"174
",01:39.9,2,,
19:02.6,e2001d8712171320c120,1,-57,"174
",01:40.0,2,,
19:02.7,e2001d8712171320c120,1,-56,"174
",01:40.0,2,,
19:02.7,e2001d8712171320c120,1,-57,"171
",01:40.0,2,,
19:02.7,e2001d8712171320c120,1,-57,"171
",01:40.1,2,,
19:02.8,e2001d8712171320c120,1,-56,"174
",01:40.1,2,,
19:02.8,e2001d8712171320c120,1,-57,"171
",01:40.2,2,,
19:02.9,e2001d8712171320c120,1,-57,"174
",01:40.2,2,,
19:02.9,e2001d8712171320c120,1,-57,"171
",01:40.3,2,,
19:02.9,e2001d8712171320c120,1,-57,"174
",01:40.3,2,,
19:03.0,e2001d8712171320c120,1,-57,"168
",01:40.3,2,,
19:03.0,e2001d8712171320c120,1,-58,"174
",01:40.3,2,,
19:03.0,e2001d8712171320c120,1,-57,"171
",01:40.4,2,,
19:03.1,e2001d8712171320c120,1,-58,"171
",01:40.5,2,,
19:03.2,e2001d8712171320c120,1,-58,"171
",01:40.5,2,,
19:03.2,e2001d8712171320c120,1,-58,"174
",01:40.6,2,,
19:03.2,e2001d8712171320c120,1,-57,"171
",01:40.6,2,,
19:03.3,e2001d8712171320c120,1,-57,"174
",01:40.6,2,,
19:03.3,e2001d8712171320c120,1,-57,"171
",01:40.7,2,,
19:03.3,e2001d8712171320c120,1,-56,"171
",01:40.7,2,,
19:03.3,e2001d8712171320c120,1,-57,"174
",01:40.7,2,,
19:03.4,e2001d8712171320c120,1,-56,"174
",01:40.7,2,,
19:03.4,e2001d8712171320c120,1,-57,"171
",01:40.8,2,,
19:03.4,e2001d8712171320c120,1,-57,"177
",01:40.8,2,,
19:03.4,e2001d8712171320c120,1,-57,"174
",01:40.8,2,,
19:03.5,e2001d8712171320c120,1,-57,"171
",01:40.8,2,,
19:03.5,e2001d8712171320c120,1,-57,"171
",01:40.9,2,,
19:03.5,e2001d8712171320c120,1,-57,"171
",01:40.9,2,,
19:03.6,e2001d8712171320c120,1,-57,"174
",01:40.9,2,,
19:03.6,e2001d8712171320c120,1,-57,"171
",01:41.0,2,,
19:03.6,e2001d8712171320c120,1,-57,"168
",01:41.0,2,,
19:03.6,e2001d8712171320c120,1,-57,"174
",01:41.0,2,,
19:03.7,e2001d8712171320c120,1,-57,"171
",01:41.0,2,,
19:03.7,e2001d8712171320c120,1,-57,"171
",01:41.1,2,,
19:03.7,e2001d8712171320c120,1,-57,"171
",01:41.1,2,,
19:03.8,e2001d8712171320c120,1,-57,"168
",01:41.1,2,,
19:03.8,e2001d8712171320c120,1,-56,"171
",01:41.2,2,,
19:03.8,e2001d8712171320c120,1,-57,"177
",01:41.2,2,,
19:03.9,e2001d8712171320c120,1,-57,"174
",01:41.2,2,,
19:03.9,e2001d8712171320c120,1,-58,"174
",01:41.2,2,,
19:03.9,e2001d8712171320c120,1,-58,"168
",01:41.3,2,,
19:04.0,e2001d8712171320c120,1,-58,"171
",01:41.4,2,,
19:04.1,e2001d8712171320c120,1,-58,"174
",01:41.5,2,,
19:04.2,e2001d8712171320c120,1,-57,"171
",01:41.5,2,,
19:04.2,e2001d8712171320c120,1,-59,"174
",01:41.6,2,,
19:04.7,e2001d8712171320c120,1,-57,"171
",01:42.0,2,,
19:04.8,e2001d8712171320c120,1,-58,"174
",01:42.2,2,,
19:04.9,e2001d8712171320c120,1,-57,"174
",01:42.2,2,,
19:04.9,e2001d8712171320c120,1,-57,"171
",01:42.3,2,,
19:04.9,e2001d8712171320c120,1,-56,"168
",01:42.3,2,,
19:05.0,e2001d8712171320c120,1,-57,"174
",01:42.4,2,,
19:05.1,e2001d8712171320c120,1,-56,"174
",01:42.5,2,,
19:05.2,e2001d8712171320c120,1,-58,"174
",01:42.5,2,,
19:05.2,e2001d8712171320c120,1,-56,"171
",01:42.5,2,,
19:05.2,e2001d8712171320c120,1,-56,"171
",01:42.6,2,,
19:05.3,e2001d8712171320c120,1,-55,"171
",01:42.6,2,,
19:05.3,e2001d8712171320c120,1,-55,"174
",01:42.6,2,,
19:05.3,e2001d8712171320c120,1,-55,"171
",01:42.7,2,,
19:05.3,e2001d8712171320c120,1,-57,"174
",01:42.7,2,,
19:05.4,e2001d8712171320c120,1,-55,"171
",01:42.7,2,,
19:05.4,e2001d8712171320c120,1,-56,"174
",01:42.8,2,,
19:05.5,e2001d8712171320c120,1,-55,"174
",01:42.9,2,,
19:05.7,e2001d8712171320c120,1,-55,"174
",01:43.1,2,,
19:05.8,e2001d8712171320c120,1,-55,"171
",01:43.1,2,,
19:05.8,e2001d8712171320c120,1,-57,"171
",01:43.2,2,,
19:05.8,e2001d8712171320c120,1,-57,"174
",01:43.2,2,,
19:05.9,e2001d8712171320c120,1,-58,"177
",01:43.2,2,,
19:05.9,e2001d8712171320c120,1,-57,"168
",01:43.3,2,,
19:06.0,e2001d8712171320c120,1,-57,"168
",01:43.3,2,,
19:06.0,e2001d8712171320c120,1,-57,"174
",01:43.4,2,,
19:06.1,e2001d8712171320c120,1,-57,"171
",01:43.5,2,,
19:06.2,e2001d8712171320c120,1,-57,"174
",01:43.5,2,,
19:06.2,e2001d8712171320c120,1,-56,"174
",01:43.6,2,,
19:06.3,e2001d8712171320c120,1,-57,"168
",01:43.6,2,,
19:06.3,e2001d8712171320c120,1,-57,"171
",01:43.7,2,,
19:06.3,e2001d8712171320c120,1,-56,"168
",01:43.7,2,,
19:06.4,e2001d8712171320c120,1,-57,"168
",01:43.7,2,,
19:06.4,e2001d8712171320c120,1,-56,"174
",01:43.8,2,,
19:06.4,e2001d8712171320c120,1,-57,"171
",01:43.8,2,,
19:06.4,e2001d8712171320c120,1,-57,"174
",01:43.8,2,,
19:06.5,e2001d8712171320c120,1,-57,"171
",01:43.9,2,,
19:06.5,e2001d8712171320c120,1,-57,"171
",01:43.9,2,,
19:06.5,e2001d8712171320c120,1,-56,"168
",01:43.9,2,,
19:06.6,e2001d8712171320c120,1,-56,"171
",01:43.9,2,,
19:06.6,e2001d8712171320c120,1,-57,"174
",01:44.0,2,,
19:06.6,e2001d8712171320c120,1,-56,"168
",01:44.0,2,,
19:06.6,e2001d8712171320c120,1,-56,"174
",01:44.0,2,,
19:06.7,e2001d8712171320c120,1,-58,"174
",01:44.0,2,,
19:06.7,e2001d8712171320c120,1,-56,"174
",01:44.1,2,,
19:06.7,e2001d8712171320c120,1,-56,"174
",01:44.1,2,,
19:06.8,e2001d8712171320c120,1,-56,"174
",01:44.1,2,,
19:06.8,e2001d8712171320c120,1,-56,"174
",01:44.2,2,,
19:06.8,e2001d8712171320c120,1,-56,"177
",01:44.2,2,,
19:06.8,e2001d8712171320c120,1,-57,"168
",01:44.2,2,,
19:06.9,e2001d8712171320c120,1,-56,"168
",01:44.2,2,,
19:06.9,e2001d8712171320c120,1,-56,"174
",01:44.3,2,,
19:06.9,e2001d8712171320c120,1,-57,"171
",01:44.3,2,,
19:07.0,e2001d8712171320c120,1,-56,"171
",01:44.3,2,,
19:07.0,e2001d8712171320c120,1,-55,"171
",01:44.4,2,,
19:07.1,e2001d8712171320c120,1,-56,"171
",01:44.5,2,,
19:07.2,e2001d8712171320c120,1,-57,"174
",01:44.5,2,,
19:07.2,e2001d8712171320c120,1,-56,"171
",01:44.6,2,,
19:07.2,e2001d8712171320c120,1,-57,"171
",01:44.6,2,,
19:07.2,e2001d8712171320c120,1,-58,"168
",01:44.6,2,,
19:07.3,e2001d8712171320c120,1,-57,"168
",01:44.6,2,,
19:07.3,e2001d8712171320c120,1,-56,"168
",01:44.7,2,,
19:07.3,e2001d8712171320c120,1,-56,"171
",01:44.7,2,,
19:07.4,e2001d8712171320c120,1,-56,"168
",01:44.8,2,,
19:07.4,e2001d8712171320c120,1,-57,"174
",01:44.8,2,,
19:07.5,e2001d8712171320c120,1,-58,"171
",01:44.8,2,,
19:07.5,e2001d8712171320c120,1,-58,"174
",01:44.9,2,,
19:07.6,e2001d8712171320c120,1,-58,"168
",01:44.9,2,,
19:07.6,e2001d8712171320c120,1,-58,"171
",01:45.0,2,,
19:07.6,e2001d8712171320c120,1,-58,"171
",01:45.0,2,,
19:07.7,e2001d8712171320c120,1,-58,"174
",01:45.0,2,,
19:07.7,e2001d8712171320c120,1,-56,"168
",01:45.0,2,,
19:07.7,e2001d8712171320c120,1,-58,"168
",01:45.0,2,,
19:07.7,e2001d8712171320c120,1,-58,"174
",01:45.1,2,,
19:07.8,e2001d8712171320c120,1,-58,"171
",01:45.2,2,,
19:07.9,e2001d8712171320c120,1,-58,"174
",01:45.2,2,,
19:07.9,e2001d8712171320c120,1,-59,"174
",01:45.3,2,,
19:08.0,e2001d8712171320c120,1,-57,"171
",01:45.4,2,,
19:08.2,e2001d8712171320c120,1,-59,"174
",01:45.5,2,,
19:08.2,e2001d8712171320c120,1,-57,"168
",01:45.6,2,,
19:08.3,e2001d8712171320c120,1,-57,"171
",01:45.6,2,,
19:08.3,e2001d8712171320c120,1,-57,"171
",01:45.6,2,,
19:08.3,e2001d8712171320c120,1,-55,"171
",01:45.7,2,,
19:08.4,e2001d8712171320c120,1,-56,"174
",01:45.7,2,,
19:08.5,e2001d8712171320c120,1,-56,"174
",01:45.8,2,,
19:08.5,e2001d8712171320c120,1,-56,"174
",01:45.9,2,,
19:08.5,e2001d8712171320c120,1,-56,"174
",01:45.9,2,,
19:08.6,e2001d8712171320c120,1,-56,"168
",01:45.9,2,,
19:08.6,e2001d8712171320c120,1,-57,"168
",01:46.0,2,,
19:08.6,e2001d8712171320c120,1,-56,"174
",01:46.0,2,,
19:08.6,e2001d8712171320c120,1,-55,"171
",01:46.0,2,,
19:08.7,e2001d8712171320c120,1,-55,"177
",01:46.1,2,,
19:08.8,e2001d8712171320c120,1,-55,"171
",01:46.1,2,,
19:08.8,e2001d8712171320c120,1,-55,"171
",01:46.2,2,,
19:08.8,e2001d8712171320c120,1,-55,"171
",01:46.2,2,,
19:08.9,e2001d8712171320c120,1,-55,"171
",01:46.2,2,,
19:08.9,e2001d8712171320c120,1,-55,"171
",01:46.3,2,,
19:08.9,e2001d8712171320c120,1,-56,"174
",01:46.3,2,,
19:09.0,e2001d8712171320c120,1,-56,"171
",01:46.4,2,,
19:09.1,e2001d8712171320c120,1,-55,"171
",01:46.5,2,,
19:09.2,e2001d8712171320c120,1,-55,"174
",01:46.5,2,,
19:09.2,e2001d8712171320c120,1,-58,"174
",01:46.6,2,,
