,run,activity,time,id,RSSI,phase
82,5,6,13 45 49 39703,e2001d8712461320db93,-53,174
83,5,6,13 45 49 39736,e2001d8712461320db93,-53,174
84,5,6,13 45 49 39753,e2001d8712461320db93,-55,171
85,5,6,13 45 49 39769,e2001d871271320b9f,-52,171
86,5,6,13 45 49 39786,e2001d8712171320c120,-55,168
87,5,6,13 45 49 39786,e2001d8712171320c120,-55,168
88,5,6,13 45 49 39819,e2001d8712171320c120,-55,174
89,5,6,13 45 49 39836,e2001d871271320b9f,-53,174
90,5,6,13 45 49 39870,e2001d8712461320db93,-55,171
91,5,6,13 45 49 39886,e2001d8712171320c120,-55,2
92,5,6,13 45 49 39886,e2001d8712171320c120,-55,2
93,5,6,13 45 49 39919,e2001d871271320b9f,-52,174
94,5,6,13 45 49 39919,e2001d871271320b9f,-52,174
95,5,6,13 45 49 39953,e2001d8712171320c120,-55,174
96,5,6,13 45 49 39969,e2001d8712461320db93,-53,174
97,5,6,13 45 49 39969,e2001d8712461320db93,-53,174
98,5,6,13 45 50 40003,e2001d8712461320db93,-55,171
99,5,6,13 45 50 40003,e2001d8712461320db93,-55,171
100,5,6,13 45 50 40036,e2001d871271320b9f,-52,171
101,5,6,13 45 50 40086,e2001d8712461320db93,-55,174
102,5,6,13 45 50 40103,e2001d871271320b9f,-52,174
0,5,7,13 45 51 41870,e2001d871271320b9f,-52,177
1,5,7,13 45 51 41903,e2001d871271320b9f,-52,174
2,5,7,13 45 51 41920,e2001d8712401320d4a0,-57,174
3,5,7,13 45 51 41920,e2001d8712401320d4a0,-57,174
4,5,7,13 45 51 41953,e2001d8712171320c120,-55,171
5,5,7,13 45 51 41969,e2001d8712461320db93,-52,168
6,5,7,13 45 52 42069,e2001d871271320b9f,-52,171
7,5,7,13 45 52 42086,e2001d8712461320db93,-55,171
8,5,7,13 45 52 42120,e2001d8712461320db93,-55,168
9,5,7,13 45 52 42137,e2001d8712171320c120,-52,174
10,5,7,13 45 52 42153,e2001d871271320b9f,-51,171
11,5,7,13 45 52 42170,e2001d8712461320db93,-55,171
12,5,7,13 45 52 42187,e2001d8712171320c120,-52,174
13,5,7,13 45 52 42236,e2001d871271320b9f,-52,171
14,5,7,13 45 52 42253,e2001d8712461320db93,-52,171
15,5,7,13 45 52 42286,e2001d8712461320db93,-52,174
16,5,7,13 45 52 42302,e2001d8712401320d4a0,-55,168
17,5,7,13 45 52 42319,e2001d8712171320c120,-57,171
18,5,7,13 45 52 42319,e2001d8712171320c120,-57,171
